id_transaccion,id_cliente,nombre_cliente,cuenta_origen,fecha,monto,divisa,tipo_transaccion,ciudad,cuenta_destino,categoria,hora_movimiento,concepto_movimiento,saldo_previo,saldo_posterior,canal_transaccion,medio_pago,estatus,fraude_probable
6168,6395,Ricardo Caridad Acosta,8.43231e+17,20/02/2025,117.78,MXN,Pago de servicio,Tuxtla Gutierrez,5.9371e+17,Servicios,19:14:17,Pago luz,41196.93,41079.15,Domiciliacion,Tarjeta debito,Completada,No
6169,2867,Alberto Palacios Sanabria,7.51857e+17,06/01/2025,455.04,MXN,Pago de nomina,San Luis Potosi,7.43143e+17,Ingreso,11:02:53,Nomina mensual,12221.46,12676.5,App movil,SPEI,Completada,No
6170,11812,Esteban Eloisa Nava,6.37656e+17,04/04/2025,2469.8,MXN,Transferencia,Toluca,9.43985e+17,Servicios,17:50:50,Pago a tercero,44657.0,42187.2,Web,Transferencia bancaria,Completada,No
6171,7978,Eva Rosalia Ozuna,7.16036e+17,09/04/2025,1038.51,MXN,Retiro,Monterrey,1.51284e+17,Consumo,00:54:09,Retiro en cajero,45017.09,43978.58,Cajero automatico,Efectivo,Completada,No
6172,8556,Clara Barbara Valdez Viera,2.36421e+17,19/07/2025,3901.84,MXN,Compra en linea,Tuxtla Gutierrez,8.57518e+17,Consumo,13:39:29,Compra Mercado Libre,55084.37,51182.53,App movil,Tarjeta debito,Completada,No
6173,9990,Maria Jose Sara Godinez,2.05726e+17,28/07/2025,1041.0,MXN,Pago de servicio,Morelia,2.44638e+17,Servicios,07:57:54,Pago TV por cable,36557.94,35516.94,App movil,SPEI,Completada,No
6174,2019,Vicente Debora Zaragoza,3.63816e+17,26/01/2025,471.41,MXN,Retiro,Morelia,1.8735e+17,Consumo,16:28:12,Retiro en ventanilla,1827.19,1355.78,Cajero automatico,Efectivo,Completada,No
6175,24718,Ruben Vanesa Orozco Abrego,8.30502e+17,04/07/2025,940.96,MXN,Transferencia,Leon,3.21407e+17,Transferencia personal,02:29:54,Pago a tercero,10105.42,9164.46,Sucursal bancaria,SPEI,Completada,No
6176,9070,Marco Antonio Orosco,7.67263e+17,21/09/2025,1446.17,MXN,Compra en linea,San Luis Potosi,3.54141e+17,Consumo,19:19:12,Compra Amazon,6209.42,4763.25,App movil,Tarjeta credito,Completada,No
6177,8526,Gabino Villarreal,9.18763e+17,16/10/2025,1704.7,MXN,Deposito,Morelia,9.18763e+17,Ingreso,18:18:30,Deposito en efectivo,152.98,1857.68,Cajero automatico,Cheque,Completada,No
6178,23562,Luis Miguel Arce Esquibel,4.58303e+17,10/05/2025,928.44,MXN,Transferencia,Morelia,3.06587e+17,Transferencia personal,18:46:09,Transferencia a familiar,10469.0,9540.56,Web,Transferencia bancaria,Completada,No
6179,13639,Yolanda Gamboa,3.96535e+17,27/07/2025,934.04,MXN,Transferencia,Ciudad de Mexico,3.18822e+17,Servicios,16:35:39,Transferencia a familiar,7582.18,6648.14,App movil,SPEI,Completada,No
6180,25859,Ana Maria Caballero Arreola,4.66243e+17,24/06/2025,3088.02,MXN,Compra en linea,Ciudad de Mexico,9.20522e+17,Consumo,14:44:47,Suscripcion streaming,19541.31,16453.29,App movil,Tarjeta debito,Completada,No
6181,11577,Minerva Marco Antonio Mota,6.79753e+17,26/02/2025,589.24,MXN,Deposito,Queretaro,6.79753e+17,Ingreso,20:19:24,Deposito por cheque,28616.66,29205.9,Sucursal bancaria,Deposito en ventanilla,Completada,No
6182,21219,Marisela Adame,1.09287e+17,17/03/2025,3666.14,MXN,Pago de nomina,Guadalajara,4.89119e+17,Nomina,05:02:21,Pago trabajador,34208.89,34208.89,Sucursal bancaria,Transferencia bancaria,Pendiente,No
6183,2524,Ilse Barreto,2.07612e+16,06/02/2025,1051.04,MXN,Pago de servicio,Leon,3.98112e+17,Servicios,22:47:25,Pago internet,14440.92,13389.88,App movil,SPEI,Completada,No
6184,11502,Leonor Nieves,7.33752e+17,11/06/2025,1869.55,MXN,Retiro,Puebla,1.46399e+17,Consumo,10:42:53,Retiro por emergencia,13328.53,11458.98,Cajero automatico,Efectivo,Completada,No
6185,23936,Oliver Valadez de la Torre,7.23892e+17,30/09/2025,99.09,MXN,Deposito,Morelia,7.23892e+17,Ingreso,22:09:09,Abono nomina,49878.48,49977.57,Sucursal bancaria,Deposito en ventanilla,Completada,No
6186,24031,Diana Patricia Serrano Carreon,5.33199e+17,28/12/2024,717.54,MXN,Transferencia,Ciudad Juarez,7.2061e+17,Transferencia personal,00:29:16,Abono a tarjeta,46385.11,45667.57,Sucursal bancaria,SPEI,Completada,No
6187,15011,Antonio Nadia Chavarria,2.39839e+17,20/08/2025,1164.15,MXN,Pago de nomina,Morelia,5.9214e+17,Nomina,20:52:13,Nomina mensual,22293.73,23457.88,App movil,SPEI,Completada,No
6188,25517,Estela Colon,9.55465e+17,07/08/2025,1022.73,MXN,Deposito,Toluca,9.55465e+17,Ingreso,07:33:39,Abono nomina,14041.18,15063.91,Cajero automatico,Cheque,Completada,No
6189,8897,Ricardo Holguin,5.00298e+17,05/09/2025,3054.13,MXN,Pago de nomina,Tuxtla Gutierrez,4.54087e+17,Ingreso,20:45:13,Nomina mensual,36971.91,40026.04,Sucursal bancaria,Transferencia bancaria,Completada,No
6190,15673,Salvador Pena,4.37496e+17,16/03/2025,1387.13,MXN,Deposito,Culiacan,4.37496e+17,Ahorro,03:47:29,Deposito por cheque,44814.4,46201.53,Corresponsal,Efectivo,Completada,No
6191,19331,Ignacio de la Garza Macias,8.79964e+17,24/02/2025,394.05,MXN,Deposito,Monterrey,8.79964e+17,Ingreso,13:43:36,Deposito por cheque,11905.62,12299.67,Sucursal bancaria,Efectivo,Completada,No
6192,15405,Francisco Maria Figueroa,3.1954e+16,03/07/2025,2705.95,MXN,Deposito,Tijuana,3.1954e+16,Ingreso,20:22:47,Abono nomina,3032.54,5738.49,Corresponsal,Efectivo,Completada,No
6193,18683,Adalberto Ramon,9.47488e+16,20/03/2025,2127.43,MXN,Transferencia internacional,Puebla,4.61008e+17,Remesas,13:51:19,Pago internacional,34879.81,32752.38,Sucursal bancaria,SWIFT,Completada,No
6194,2070,Carlota Trujillo,3.67814e+17,16/06/2025,1478.59,MXN,Compra en linea,Guadalajara,7.86713e+17,Consumo,02:26:46,Compra Amazon,17906.37,16427.78,App movil,Tarjeta debito,Completada,No
6195,10586,Estela Perla Soto Escobar,1.38643e+17,02/08/2025,1601.55,MXN,Transferencia internacional,Leon,8.84225e+17,Transferencia personal,17:59:47,SWIFT a extranjero,29670.62,28069.07,Web,SWIFT,Completada,No
6196,1558,Marcos Martinez Peralta,8.4358e+17,26/02/2025,2029.36,MXN,Pago de servicio,Puebla,3.40733e+16,Servicios,20:29:41,Pago luz,25338.33,23308.97,Domiciliacion,SPEI,Completada,No
6197,16055,Aida Serrato,2.71328e+17,02/05/2025,2653.47,MXN,Retiro,Aguascalientes,1.93734e+17,Consumo,11:28:13,Retiro por emergencia,15864.44,13210.97,Cajero automatico,Efectivo,Completada,No
6198,13954,Clara Villasenor,3.67318e+17,07/07/2025,523.62,MXN,Retiro,Hermosillo,5.0216e+17,Efectivo,12:03:15,Retiro por emergencia,40013.81,39490.19,Cajero automatico,Efectivo,Completada,No
6199,25069,Conchita Sotelo Segovia,4.3155e+17,28/08/2025,4184.59,MXN,Transferencia,Cancun,5.15044e+17,Transferencia personal,09:50:24,Transferencia a familiar,505.82,-3678.77,Sucursal bancaria,Transferencia bancaria,Completada,No
6200,24989,Oswaldo Rivera,1.79818e+17,12/09/2025,1139.02,MXN,Deposito,Oaxaca,1.79818e+17,Ahorro,09:17:32,Deposito por transferencia,35464.72,36603.74,Sucursal bancaria,Efectivo,Completada,No
6201,5522,Israel de la Garza Escalante,1.08411e+17,21/11/2024,2495.48,MXN,Transferencia internacional,Merida,3.81277e+17,Remesas,15:40:23,Pago internacional,17928.81,15433.33,Web,Transferencia internacional,Completada,No
6202,5471,Diana Patricio Fernandez Alcaraz,9.06103e+16,05/06/2025,2627.18,MXN,Compra en linea,Tijuana,7.30506e+16,Consumo,05:00:35,Compra tienda online,44930.91,42303.73,App movil,Tarjeta debito,Completada,No
6203,17457,Ramon Cornelio Carranza Montanez,2.2028e+17,14/04/2025,890.08,MXN,Transferencia internacional,Merida,8.6234e+17,Transferencia personal,18:34:14,Envio remesas,30256.64,29366.56,Web,Transferencia internacional,Completada,No
6204,13612,Debora Sessa Sauceda de Jesus,7.19639e+17,21/10/2025,2763.2,MXN,Pago de servicio,Tuxtla Gutierrez,3.49135e+17,Servicios,14:16:25,Pago luz,74478.08,71714.88,Web,Tarjeta credito,Completada,No
6205,3875,Liliana Santillan Rascon,3.4558e+17,20/05/2025,1128.03,MXN,Compra en linea,Oaxaca,5.33284e+16,Consumo,18:07:56,Suscripcion streaming,5730.07,4602.04,App movil,Pago movil,Completada,No
6206,2595,Adalberto Timoteo Ferrer,8.4377e+17,27/01/2025,956.06,MXN,Retiro,Merida,2.51027e+17,Consumo,02:26:49,Retiro en cajero,45381.17,44425.11,Cajero automatico,Efectivo,Completada,No
6207,12052,Elvira Mitzy Arroyo,8.72955e+17,13/10/2025,798.1,MXN,Transferencia,Oaxaca,3.20362e+17,Transferencia personal,03:53:53,Pago a proveedor,12513.46,11715.36,App movil,Transferencia bancaria,Completada,No
6208,2900,Alicia Carla Lebron,6.00011e+17,13/11/2024,480.49,MXN,Pago de servicio,Culiacan,1.14458e+16,Servicios,16:14:51,Pago telefonia,40826.75,40346.26,Web,Tarjeta credito,Completada,No
6209,18743,Bernabe Crespo,7.84199e+17,16/11/2024,2799.75,MXN,Retiro,Chihuahua,5.84345e+17,Consumo,12:03:49,Retiro por emergencia,29941.25,27141.5,Sucursal bancaria,Efectivo,Completada,No
6210,20507,Carla Montanez,6.27591e+17,28/06/2025,1552.05,MXN,Pago de servicio,Oaxaca,1.73677e+17,Servicios,23:52:01,Pago internet,21707.38,20155.33,Web,Domiciliacion,Completada,No
6211,4137,German Victoria Madrigal,2.97451e+17,17/01/2025,391.05,MXN,Pago de servicio,Merida,2.39801e+17,Servicios,01:31:42,Pago luz,19756.02,19364.97,Web,Tarjeta credito,Completada,No
6212,7327,Nadia Irma Rico Duran,7.57135e+17,15/08/2025,838.41,MXN,Compra en linea,Oaxaca,7.13786e+17,Consumo,16:27:16,Compra Amazon,33467.07,32628.66,App movil,Tarjeta credito,Completada,No
6213,5975,Samuel Rivero,9.3726e+17,28/06/2025,2231.1,MXN,Pago de nomina,Tuxtla Gutierrez,9.55793e+17,Nomina,10:12:30,Nomina quincenal,40827.53,43058.63,Sucursal bancaria,SPEI,Completada,No
6214,19970,Catalina Nino,1.50915e+17,15/10/2025,611.68,MXN,Pago de servicio,Puebla,4.97747e+17,Servicios,09:07:13,Pago agua,25707.57,25095.89,Web,Tarjeta debito,Completada,No
6215,6473,Abelardo Ana Luisa Montanez,9.94766e+17,02/08/2025,1870.27,MXN,Retiro,Queretaro,1.79133e+17,Consumo,12:56:15,Retiro en cajero,16287.65,14417.38,Cajero automatico,Efectivo,Completada,No
6216,11823,Carlos Pantoja,5.89725e+17,15/03/2025,1615.69,MXN,Compra en linea,Guadalajara,7.21936e+17,Consumo,00:22:30,Compra Amazon,39486.17,37870.48,Web,Tarjeta debito,Completada,No
6217,24028,Delia Emilia Garay Montez,5.97724e+17,30/11/2024,1430.8,MXN,Retiro,Aguascalientes,6.93128e+17,Efectivo,02:18:03,Retiro por emergencia,2656.61,1225.81,Sucursal bancaria,Efectivo,Completada,No
6218,25310,Clara Asuncion Montes,3.12496e+17,25/10/2024,1177.09,MXN,Pago de servicio,Hermosillo,1.41051e+16,Servicios,23:00:57,Pago agua,14695.45,13518.36,App movil,Tarjeta debito,Completada,No
6219,21333,Renato Montes,8.48536e+17,25/11/2024,606.34,MXN,Compra en linea,Ciudad Juarez,1.02885e+17,Consumo,16:21:32,Suscripcion streaming,37662.88,37056.54,App movil,Tarjeta credito,Completada,No
6220,14851,Marcos Ozuna,2.4465e+17,15/10/2025,226.43,MXN,Transferencia,San Luis Potosi,6.85932e+16,Servicios,01:19:12,Pago a tercero,42899.39,42899.39,Sucursal bancaria,Transferencia bancaria,Cancelada,No
6221,19379,Araceli Pulido,8.83066e+17,16/01/2025,1424.98,MXN,Transferencia internacional,Tijuana,2.63128e+17,Remesas,08:58:20,Pago internacional,39834.74,38409.76,Sucursal bancaria,Transferencia internacional,Completada,No
6222,22272,Sara Franco Menendez,4.32264e+17,05/03/2025,439.5,MXN,Compra en linea,Tijuana,7.41954e+17,Consumo,23:43:54,Suscripcion streaming,20617.34,20177.84,Web,Tarjeta debito,Completada,No
6223,2472,Jaqueline Manuel Pena Casarez,4.72205e+17,14/12/2024,215.87,MXN,Retiro,Tijuana,3.6884e+17,Efectivo,00:01:03,Retiro en ventanilla,55127.39,54911.52,Sucursal bancaria,Efectivo,Completada,No
6224,13740,Micaela Isabela Villanueva Mota,2.68669e+17,14/06/2025,389.75,MXN,Pago de nomina,Cancun,9.71639e+16,Ingreso,10:31:37,Nomina quincenal,51393.61,51783.36,App movil,Transferencia bancaria,Completada,No
6225,9662,Ernesto Judith Carrasco Romo,8.7315e+17,26/01/2025,2195.18,MXN,Deposito,Puebla,8.7315e+17,Ahorro,21:01:56,Deposito por cheque,14864.81,17059.99,Sucursal bancaria,Efectivo,Completada,No
6226,19028,Daniel Aranda Anaya,4.47524e+17,06/11/2024,2149.08,MXN,Compra en linea,Tijuana,5238740000000000.0,Consumo,06:20:25,Compra Amazon,45198.55,43049.47,App movil,Tarjeta credito,Completada,No
6227,10385,Estela Zavala Reyes,5.91206e+17,22/12/2024,1221.65,MXN,Pago de nomina,Culiacan,4.0526e+17,Ingreso,07:09:31,Pago trabajador,12349.01,12349.01,Sucursal bancaria,SPEI,Pendiente,No
6228,18185,Amador Gracia Montano,7.37363e+17,31/10/2024,3119.39,MXN,Deposito,Ciudad de Mexico,7.37363e+17,Ingreso,10:43:35,Deposito en efectivo,23303.61,26423.0,Sucursal bancaria,Cheque,Completada,No
6229,17470,Jacobo Sonia Navarrete Rojas,2.89072e+17,08/10/2025,749.45,MXN,Retiro,Chihuahua,2036810000000000.0,Efectivo,05:40:16,Retiro en ventanilla,25806.82,25057.37,Sucursal bancaria,Efectivo,Completada,No
6230,23193,David Otero,6.25143e+17,22/06/2025,518.87,MXN,Pago de servicio,Guadalajara,9.90645e+17,Servicios,11:46:24,Pago agua,36928.21,36409.34,App movil,Tarjeta debito,Completada,No
6231,8015,Esther Pina Ponce,4.26051e+17,01/09/2025,493.5,MXN,Retiro,Aguascalientes,4.49999e+17,Consumo,01:14:22,Retiro en ventanilla,48129.63,47636.13,Sucursal bancaria,Efectivo,Completada,No
6232,2760,Ivonne Badillo Miranda,7.48597e+17,23/03/2025,845.14,MXN,Pago de servicio,Ciudad de Mexico,7.64993e+17,Servicios,01:17:59,Pago internet,22193.33,21348.19,Domiciliacion,Tarjeta credito,Completada,No
6233,24084,Bernardo Florez,7.16894e+17,26/10/2024,6168.9,MXN,Transferencia internacional,Guadalajara,1.99769e+16,Remesas,22:39:55,SWIFT a extranjero,31824.23,25655.33,Web,SWIFT,Completada,No
6234,19553,Clemente Emiliano Avalos,5.54814e+16,24/12/2024,4138.93,MXN,Transferencia internacional,Aguascalientes,1.08834e+17,Remesas,16:43:08,Envio remesas,15411.38,11272.45,Web,Transferencia internacional,Completada,No
6235,16099,Irma Ramirez,9.37206e+17,01/01/2025,23.79,MXN,Retiro,Puebla,3.30875e+17,Efectivo,03:31:30,Retiro en ventanilla,21360.57,21336.78,Cajero automatico,Efectivo,Completada,No
6236,15128,Abril Verduzco,9.11737e+17,30/08/2025,2361.16,MXN,Compra en linea,Ciudad de Mexico,6.35742e+17,Consumo,00:16:08,Suscripcion streaming,8132.96,5771.8,App movil,Tarjeta debito,Completada,No
6237,11123,Trinidad Candelaria,1.01136e+17,04/12/2024,868.25,MXN,Transferencia,Hermosillo,4.46791e+17,Servicios,10:47:21,Abono a tarjeta,44638.5,43770.25,Web,SPEI,Completada,No
6238,5394,Olivia Cristal Villalpando Solis,2.30711e+17,09/08/2025,573.02,MXN,Compra en linea,Merida,3.7426e+17,Consumo,17:07:01,Compra tienda online,29502.66,28929.64,Web,Tarjeta debito,Completada,No
6239,24414,Nelly Carlota Moya Grijalva,5.74413e+17,01/05/2025,1271.84,MXN,Pago de servicio,Oaxaca,1.68853e+17,Servicios,00:26:09,Pago internet,8062.41,6790.57,Domiciliacion,SPEI,Completada,No
6240,19092,Luis Miguel Angel Cruz Guillen,2.96025e+17,06/10/2025,1482.05,MXN,Transferencia,Ciudad Juarez,5.92137e+17,Transferencia personal,11:39:03,Transferencia a familiar,10.74,-1471.31,Web,SPEI,Completada,No
6241,24447,Gloria Limon,1.90308e+17,12/06/2025,3814.86,MXN,Pago de nomina,Culiacan,1.67495e+16,Nomina,12:49:10,Nomina quincenal,37043.35,40858.21,App movil,SPEI,Completada,No
6242,19328,Ricardo Margarita Valladares,9.49495e+17,28/07/2025,75.95,MXN,Transferencia internacional,Aguascalientes,2.96671e+17,Transferencia personal,20:51:31,Envio remesas,17423.2,17347.25,Web,SWIFT,Completada,No
6243,8960,Augusto Antonio Mateo Rodriguez,1.19012e+17,09/02/2025,207.61,MXN,Pago de servicio,Puebla,1.10968e+17,Servicios,04:58:06,Pago TV por cable,32028.72,31821.11,Domiciliacion,Domiciliacion,Completada,No
6244,5547,Amador Hernadez,7.57988e+17,05/04/2025,2022.01,MXN,Retiro,Veracruz,4.1147e+17,Consumo,01:28:29,Retiro en cajero,44352.17,42330.16,Cajero automatico,Efectivo,Completada,No
6245,3782,Blanca Alcantar Armas,1.40828e+17,11/02/2025,4354.3,MXN,Pago de servicio,Ciudad Juarez,1.77797e+17,Servicios,07:49:41,Pago agua,5589.73,1235.43,App movil,Tarjeta credito,Completada,No
6246,13608,Virginia Gustavo Candelaria,5.79203e+17,04/11/2024,3784.12,MXN,Compra en linea,San Luis Potosi,2.85101e+17,Consumo,05:32:45,Suscripcion streaming,7530.72,3746.6,Web,Tarjeta debito,Completada,No
6247,3239,Hernan Guadalupe Ruelas Amaya,9.81894e+17,01/01/2025,1858.2,MXN,Transferencia internacional,Guadalajara,3.47968e+17,Remesas,03:18:41,Envio remesas,38228.85,36370.65,Sucursal bancaria,SWIFT,Completada,No
6248,21643,Jeronimo Mondragon,1.47465e+17,01/03/2025,1424.07,MXN,Deposito,Aguascalientes,1.47465e+17,Ahorro,08:25:58,Abono nomina,8649.86,10073.93,Cajero automatico,Deposito en ventanilla,Completada,No
6249,7935,Wendolin Rico,7.91003e+17,22/11/2024,1487.33,MXN,Deposito,Culiacan,7.91003e+17,Ingreso,14:30:28,Deposito en efectivo,19190.6,20677.93,Cajero automatico,Deposito en ventanilla,Completada,No
6250,10177,Nelly Corrales Barrios,4.00394e+17,07/06/2025,801.33,MXN,Transferencia,Tuxtla Gutierrez,3.67148e+17,Servicios,05:23:56,Transferencia a familiar,37724.13,36922.8,Web,Transferencia bancaria,Completada,No
6251,21569,Raquel Yolanda Guevara Uribe,4.43754e+17,12/12/2024,1376.24,MXN,Compra en linea,Aguascalientes,8.39062e+16,Consumo,08:43:14,Compra tienda online,26192.95,24816.71,App movil,Tarjeta credito,Completada,No
6252,15372,Julio Cesar Veliz Escobedo,4.50492e+17,13/09/2025,1105.22,MXN,Transferencia internacional,Merida,1.14064e+17,Remesas,02:43:20,SWIFT a extranjero,39128.0,38022.78,Web,Transferencia internacional,Completada,No
6253,16775,Rufino Solorio Saenz,5.70537e+17,22/04/2025,127.92,MXN,Transferencia internacional,Guadalajara,2.00978e+17,Remesas,10:43:53,SWIFT a extranjero,21819.85,21691.93,Sucursal bancaria,Transferencia internacional,Completada,No
6254,22905,Homero Magdalena Avila,4.73076e+17,25/08/2025,968.25,MXN,Deposito,Puebla,4.73076e+17,Ingreso,11:22:23,Deposito por cheque,39344.85,40313.1,Corresponsal,Cheque,Completada,No
6255,10486,Adriana Mitzy Campos Zapata,4.05703e+16,10/09/2025,1429.52,MXN,Deposito,Morelia,4.05703e+16,Ahorro,14:39:22,Deposito en efectivo,40243.37,41672.89,Sucursal bancaria,Deposito en ventanilla,Completada,No
6256,9670,Francisca Berrios Guardado,4.33552e+17,19/07/2025,291.98,MXN,Deposito,Ciudad Juarez,4.33552e+17,Ahorro,11:17:12,Deposito por cheque,15711.52,16003.5,Cajero automatico,Deposito en ventanilla,Completada,No
6257,13201,Trinidad Longoria,7.11822e+17,01/06/2025,339.05,MXN,Transferencia internacional,Chihuahua,1.02446e+17,Remesas,13:07:47,Envio remesas,42084.99,41745.94,Sucursal bancaria,SWIFT,Completada,No
6258,7201,Vanesa Jaime Tejada,3.97473e+16,06/09/2025,388.51,MXN,Transferencia internacional,Tuxtla Gutierrez,1.26025e+16,Remesas,08:11:08,Envio remesas,3188.17,2799.66,Sucursal bancaria,SWIFT,Completada,No
6259,8034,Santiago Camila Pineda Barela,9.05424e+16,01/02/2025,163.33,MXN,Pago de nomina,Toluca,9.01521e+17,Ingreso,16:15:34,Pago trabajador,39823.83,39987.16,Sucursal bancaria,SPEI,Completada,No
6260,9267,Alvaro Espartaco Cuellar,4704960000000000.0,07/09/2025,2964.54,MXN,Deposito,Tijuana,4704960000000000.0,Ahorro,00:17:45,Deposito en efectivo,25309.95,25309.95,Sucursal bancaria,Cheque,Pendiente,No
6261,4978,Dolores Quintero,6.38279e+17,04/07/2025,1596.79,MXN,Transferencia internacional,Puebla,7.18843e+17,Transferencia personal,08:45:45,Envio remesas,50831.18,49234.39,Web,Transferencia internacional,Completada,No
6262,17787,Ruben Abelardo Torrez,6.76473e+17,09/04/2025,258.71,MXN,Deposito,Chihuahua,6.76473e+17,Ahorro,14:49:43,Deposito en efectivo,51294.74,51553.45,Cajero automatico,Deposito en ventanilla,Completada,No
6263,22378,Mayte Alma Morales,5.31071e+17,01/08/2025,751.81,MXN,Pago de servicio,Cancun,1.43449e+17,Servicios,12:16:29,Pago luz,5494.01,4742.2,App movil,Domiciliacion,Completada,No
6264,6392,Trinidad Alicia Godoy Barraza,6.29989e+17,06/01/2025,688.23,MXN,Compra en linea,Merida,8.53212e+16,Consumo,17:33:38,Compra Amazon,26238.83,25550.6,Web,Pago movil,Completada,No
6265,2703,Adela Bruno Zayas Delgado,9.75573e+17,22/11/2024,5863.35,MXN,Deposito,Monterrey,9.75573e+17,Ingreso,10:04:52,Deposito por cheque,33868.88,39732.23,Cajero automatico,Efectivo,Completada,No
6266,25565,Jose Emilio Julio Cesar Leon Carrillo,5.09032e+17,04/09/2025,1008.73,MXN,Pago de nomina,Tijuana,2.0898e+17,Ingreso,22:29:41,Nomina quincenal,19526.83,20535.56,App movil,SPEI,Completada,No
6267,12431,Gustavo Munguia,3.14747e+17,13/05/2025,747.32,MXN,Compra en linea,Aguascalientes,3.98182e+16,Consumo,06:52:44,Compra Amazon,49169.99,48422.67,App movil,Tarjeta credito,Completada,No
6268,24991,Serafin Homero Rascon Calderon,3.05746e+17,02/12/2024,1342.72,MXN,Transferencia,Toluca,4.02366e+17,Servicios,12:37:51,Pago a tercero,20130.9,18788.18,Web,SPEI,Completada,No
6269,10933,Oliver Jaramillo,7.43087e+17,02/12/2024,355.81,MXN,Retiro,San Luis Potosi,3.54933e+16,Efectivo,16:47:50,Retiro en ventanilla,24054.03,23698.22,Sucursal bancaria,Efectivo,Completada,No
6270,12758,Pascual Guerra,4.05882e+17,28/05/2025,2742.36,MXN,Pago de nomina,Aguascalientes,3.58822e+17,Nomina,23:42:01,Nomina mensual,45759.9,48502.26,App movil,Transferencia bancaria,Completada,No
6271,8699,Ana Santacruz,6.79768e+17,22/02/2025,640.65,MXN,Deposito,Cancun,6.79768e+17,Ahorro,17:48:13,Deposito por cheque,12831.08,13471.73,Corresponsal,Efectivo,Completada,No
6272,14641,Gabriel Amelia Santillan,9.74277e+17,19/05/2025,5430.75,MXN,Transferencia internacional,Chihuahua,4.30829e+17,Remesas,11:22:27,Pago internacional,37827.92,32397.17,Web,Transferencia internacional,Completada,No
6273,17946,Minerva Llamas Becerra,5.74703e+17,17/07/2025,126.44,MXN,Deposito,Chihuahua,5.74703e+17,Ahorro,20:03:35,Abono nomina,18660.75,18787.19,Cajero automatico,Efectivo,Completada,No
6274,12734,Adalberto Anabel Loya Ledesma,7.39082e+17,28/04/2025,1405.34,MXN,Pago de nomina,Veracruz,9.38512e+16,Nomina,16:38:12,Nomina mensual,23730.65,25135.99,App movil,SPEI,Completada,No
6275,16339,Juan Corral,8.89213e+17,26/10/2024,870.95,MXN,Pago de nomina,San Luis Potosi,3.17391e+17,Ingreso,23:04:42,Nomina quincenal,24570.32,25441.27,Sucursal bancaria,Transferencia bancaria,Completada,No
6276,13599,Berta Ozuna Lara,3.84035e+17,23/02/2025,853.52,MXN,Pago de servicio,Tijuana,8.31464e+17,Servicios,15:13:00,Pago agua,11651.72,10798.2,App movil,Domiciliacion,Completada,No
6277,20307,Eva Blanca Laureano,9.09243e+17,29/12/2024,1576.27,MXN,Compra en linea,Monterrey,4.77405e+17,Consumo,18:27:39,Compra tienda online,13111.95,11535.68,Web,Pago movil,Completada,No
6278,9067,Samuel Mondragon,4.25628e+17,17/09/2025,315.76,MXN,Transferencia,Ciudad Juarez,9.57357e+17,Servicios,08:29:15,Pago a proveedor,10969.79,10654.03,Web,Transferencia bancaria,Completada,No
6279,4151,Jose Maria Cepeda,6.95312e+16,15/03/2025,222473.14,MXN,Transferencia,Culiacan,1.70135e+17,Transferencia personal,03:38:40,Abono a tarjeta,1230.93,-221242.21,Web,SPEI,Completada,Si
6280,3842,Genaro Bianca Cano,2.98768e+17,23/05/2025,582.22,MXN,Pago de nomina,Hermosillo,4.23065e+17,Ingreso,21:55:44,Pago trabajador,56067.96,56650.18,Sucursal bancaria,SPEI,Completada,No
6281,19788,Emilia Ilse Solano,8.83085e+17,15/03/2025,5230.74,MXN,Compra en linea,Tijuana,5.37529e+17,Consumo,10:53:56,Suscripcion streaming,42520.07,37289.33,App movil,Tarjeta credito,Completada,No
6282,8241,Wilfrido Karla Frias Navarrete,9.92272e+17,08/08/2025,233.13,MXN,Retiro,Guadalajara,9.61307e+17,Consumo,04:23:15,Retiro en ventanilla,11392.44,11159.31,Sucursal bancaria,Efectivo,Completada,No
6283,3500,Carmen Aurora Delgadillo,7.84953e+17,31/03/2025,2583.46,MXN,Compra en linea,Culiacan,2.06464e+17,Consumo,18:53:18,Compra tienda online,24879.79,22296.33,App movil,Tarjeta debito,Completada,No
6284,7185,Lilia Hugo Crespo,5.42552e+17,05/12/2024,443.69,MXN,Pago de nomina,Merida,4.71632e+17,Ingreso,06:09:06,Nomina quincenal,38240.2,38683.89,Sucursal bancaria,SPEI,Completada,No
6285,7453,Rolando Rolando Valdez,6.38077e+16,01/11/2024,836.92,MXN,Retiro,Tijuana,6.64785e+17,Consumo,09:53:47,Retiro por emergencia,57915.25,57078.33,Cajero automatico,Efectivo,Completada,No
6286,7483,Cecilia Cruz,4.82278e+17,19/12/2024,130.33,MXN,Transferencia internacional,Chihuahua,7.37557e+17,Transferencia personal,04:36:39,Pago internacional,9671.35,9541.02,Sucursal bancaria,Transferencia internacional,Completada,No
6287,20700,Adela Rebeca Guevara Concepcion,8.72865e+17,25/04/2025,46.93,MXN,Compra en linea,Queretaro,9.26049e+17,Consumo,02:56:00,Compra Mercado Libre,15027.2,14980.27,Web,Pago movil,Completada,No
6288,11225,Elena Trinidad Marquez Saldivar,4.43414e+17,19/12/2024,5037.41,MXN,Deposito,Guadalajara,4.43414e+17,Ahorro,06:37:32,Deposito por cheque,28208.32,33245.73,Corresponsal,Cheque,Completada,No
